Book Id,Title,Author,Additional Authors,ISBN,Average Rating,Publisher,Binding,Number of Pages,Year Published
396329,The Man Who Fell to Earth,Walter Tevis,,345431618,4.06,Del Rey,Paperback,209,1999
9592,Mother Night,Kurt Vonnegut Jr.,,385334141,4.19,Dial Press,Paperback,282,1999
11468377,"Thinking, Fast and Slow",Daniel Kahneman,,374275637,4.16,"Farrar, Straus and Giroux",Hardcover,499,2011
369295,In My Enemy's House,Carol Matas,,689824009,3.95,Simon Pulse,Paperback,176,2000
10089,"Mary, Queen of Scots: Queen Without a Country, France, 1553",Kathryn Lasky,,439194040,3.83,Scholastic,Hardcover,202,2002
93750,"Anastasia: The Last Grand Duchess, Russia, 1914",Carolyn Meyer,,439129087,3.91,Scholastic,Hardcover,219,2000
48855,The Diary of a Young Girl,Anne Frank,"Eleanor Roosevelt, Barbara Mooyaart-Doubleday",,4.16,Bantam,Mass Market Paperback,283,1993
54284,Surviving Hitler: A Boy in the Nazi Death Camps,Andrea Warren,,60007672,4.17,HarperCollins,Paperback,146,2002
1328363,Someone Named Eva,Joan M. Wolf,,618535799,4.12,Clarion Books,Hardcover,200,2007
25893693,Lilac Girls,Martha Hall Kelly,,1101883073,4.27,Ballantine Books,Hardcover,487,2016
45309582,"Shorefall (The Founders Trilogy, #2)",Robert Jackson Bennett,,,4.11,Del Rey,Kindle Edition,493,2020
41637836,The Subtle Knife,Philip Pullman,,,4.13,RHCP Digital,Kindle Edition,370,2018
373755,"Absalom, Absalom!",William Faulkner,,679732187,3.97,Vintage,Paperback,316,1990
28194,"Inkheart (Inkworld, #1)",Cornelia Funke,Anthea Bell,439709105,3.88,Scholastic Paperbacks,Paperback,563,2005
40963358,Dhalgren,Samuel R. Delany,William Gibson,,3.78,Open Road Media Sci-Fi & Fantasy,Kindle Edition,836,2014
3023,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,,465081452,4.34,Basic Books,Hardcover,448,2003
41040809,The Vue Handbook,Flavio Copes,,,3.94,,ebook,122,2018
33255500,Modern Python Cookbook,Steven F. Lott,,1786463849,3.55,Packt Publishing,ebook,583,2016
17333319,Burial Rites,Hannah Kent,,316243914,4.01,"Little, Brown and Company",Hardcover,336,2013
40961230,The Travelling Cat Chronicles,Hiro Arikawa,Philip Gabriel,,4.3,Viking,Kindle Edition,288,2018
38958846,"Sheets (Sheets, #1)",Brenna Thummler,,194130267X,3.83,Oni Press,Paperback,239,2018
114230,Bartleby the Scrivener,Herman Melville,,974607800,3.92,Melville House,Paperback,64,2004
35220,The Red Badge of Courage,Stephen Crane,,1580495869,3.27,"Clayton, Del. : Prestwick House Literary Touchstone Classics,",Paperback,149,2006
9833014,On the Road to Babadag: Travels in the Other Europe,Andrzej Stasiuk,Michael Kandel,151012717,3.74,Houghton Mifflin Harcourt,Hardcover,272,2011
17978489,"The Future of the Mind: The Scientific Quest to Understand, Enhance, and Empower the Mind",Michio Kaku,,038553082X,4.08,Doubleday,Hardcover,377,2014
1168341,Physics of the Impossible,Michio Kaku,,385520697,4.07,Doubleday Books,Hardcover,329,2008
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,Neil Gaiman,,4.23,William Morrow,Mass Market Paperback,491,2006
76620,"Watership Down (Watership Down, #1)",Richard  Adams,,038039586X,4.06,Avon Books,Mass Market Paperback,478,1975
37173847,"Foundryside (The Founders Trilogy, #1)",Robert Jackson Bennett,,,4.22,Crown,Kindle Edition,512,2018
34328664,"A Conspiracy of Truths (A Conspiracy of Truths, #1)",Alexandra Rowland,,1534412808,3.97,Saga Press,Hardcover,456,2018
18293427,The Storied Life of A.J. Fikry,Gabrielle Zevin,,1616203218,3.99,Algonquin Books,Hardcover,260,2014
52588652,The Chain,Adrian McKinty,,316531235,3.8,Mulholland Books,Paperback,368,2020
25899336,When Breath Becomes Air,Paul Kalanithi,,,4.36,Random House,Paperback,208,2016
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,,765376458,4.06,Tor Books,Hardcover,400,2015
35959740,Circe,Madeline Miller,,316556343,4.26,"Little, Brown and Company",Hardcover,393,2018
22816087,Seveneves,Neal Stephenson,,,3.98,William Morrow,Kindle Edition,880,2015
52668196,"Do Nothing: How to Break Away from Overworking, Overdoing, and Underliving",Celeste Headlee,,1984824732,3.89,Harmony,Hardcover,288,2020
28954189,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,,,4.31,Simon Schuster Books for Young Readers,Hardcover,435,2016
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,,375755195,4.23,Random House Trade Paperbacks,Paperback,172,2002
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,,756404738,4.54,DAW Books,Hardcover,994,2011
720298,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,,894864025,4.13,Hazelden Publishing,Paperback,276,1986
5113,Franny and Zooey,J.D. Salinger,,316769029,3.97,Back Bay Books,Paperback,201,2001
29036,The Great Influenza: The Story of the Deadliest Pandemic in History,John M. Barry,,143036491,3.98,Penguin Books,Paperback,546,2005
49112005,The Doorstep Mile: Live More Adventurously Every Day,Alastair Humphreys,,,3.8,,Kindle Edition,225,2019
16299,And Then There Were None,Agatha Christie,,312330871,4.26,St. Martin's Press,Paperback,264,2004
29044,The Secret History,Donna Tartt,,1400031702,4.1,Vintage,Paperback,559,2004
816870,Johnny Tremain,Esther Forbes,Lynd Ward,,3.65,Yearling,Paperback,322,1987
368468,"Bud, Not Buddy",Christopher Paul Curtis,,385323069,3.94,Delacorte Books for Young Readers,Hardcover,243,1999
65954,Up a Road Slowly,Irene Hunt,,425202054,4,Berkley,Paperback,197,2005
10032672,The Language of Flowers,Vanessa Diffenbaugh,,034552554X,4.08,Ballantine Books,Hardcover,323,2011
937020,A Lantern in Her Hand,Bess Streeter Aldrich,,140384286,4.14,Puffin Books,Paperback,251,1997
65959,Across Five Aprils,Irene Hunt,,425182789,3.51,Berkley,Paperback,224,2002
1089956,Star of Light,Patricia St. John,,802465773,4.05,Moody Publishers,Paperback,160,2002
286043,"Encyclopedia Brown Tracks Them Down (Encyclopedia Brown, #8)",Donald J. Sobol,,553150936,3.99,Bantam Skylark,Paperback,96,1971
846192,"Of Flowers and Shadows (Portraits, #2)",Anna Kirwan,,439710103,3.54,Scholastic,Hardcover,160,2005
481743,The Wave,Todd Strasser,Morton Rhue,440993717,3.61,Laurel Leaf Books,Mass Market Paperback,138,2005
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,,1619634449,4.2,Bloomsbury USA Childrens,Hardcover,419,2015
120555,The Veldt,Ray Bradbury,Gary Kelley,886821088,4.2,Creative Education,Paperback,45,1987
28243032,We Are Okay,Nina LaCour,,525425896,3.94,Dutton Books for Young Readers,Hardcover,236,2017
835496,Testament of Friendship,Vera Brittain,,860681505,3.99,Virago Press Ltd,Paperback,453,1992
7851346,Lost Brother (Book Two in the Lost Mystery Trilogy),Franklin W. Dixon,,1442402563,4.21,Aladdin,Paperback,160,2010
7749151,The Children of the Lost (The Lost Mystery Trilogy #1),Franklin W. Dixon,,1442402628,4.32,Aladdin,Paperback,192,2010
3002348,"Double Trouble (Hardy Boys: Undercover Brothers, #25; Double Danger Trilogy, #1)",Franklin W. Dixon,,1416967656,4.12,Aladdin,Paperback,176,2008
2537757,"Murder House (Hardy Boys: Undercover Brothers, #24)",Franklin W. Dixon,,1416964096,4.29,Aladdin,Paperback,160,2008
2462121,"House Arrest (Hardy Boys: Undercover Brothers, #23)",Franklin W. Dixon,,1416961712,4.13,Aladdin,Paperback,176,2008
278532,"Pushed (Hardy Boys: Undercover Brothers, #18)",Franklin W. Dixon,,1416948023,4.02,Aladdin,Paperback,160,2007
1536453,"Thrill Ride (Hardy Boys: Undercover Brothers, #4)",Franklin W. Dixon,,1416900055,3.97,Aladdin,Paperback,160,2005
76968,"The Secret of Pirates' Hill (Hardy Boys, #36)",Franklin W. Dixon,,044808936X,3.76,Grosset & Dunlap,Hardcover,192,1957
76971,"The Secret of Wildcat Swamp (The Hardy Boys, #31)",Franklin W. Dixon,,448089319,3.79,"Grosset & Dunlap, Inc.",Hardcover,178,1952
32198,"The Secret of Skull Mountain (Hardy Boys, #27)",Franklin W. Dixon,,448189275,3.82,Grosset & Dunlap,Paperback,192,1975
76980,"What Happened at Midnight (The Hardy Boys, #10)",Franklin W. Dixon,,448089106,3.87,Grosset & Dunlap,Hardcover,173,1997
76951,"Hunting for Hidden Gold (The Hardy Boys, #5)",Franklin W. Dixon,,044808905X,3.92,Grosset & Dunlap,Hardcover,177,2003
76978,"The Secret of the Old Mill (The Hardy Boys, #3)",Franklin W. Dixon,,448089033,3.88,Grosset & Dunlap,Hardcover,174,2002
21032488,"The Doors of Stone (The Kingkiller Chronicle, #3)",Patrick Rothfuss,,575081449,3.68,Gollancz,Hardcover,896,
34272476,Devotions: The Selected Poems of Mary Oliver,Mary Oliver,,399563245,4.6,Penguin Press,Hardcover,456,2017
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,,1400067820,4.08,Random House,Hardcover,426,2012
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"David Chandler, Микола Климчук",1400063515,3.95,Random House ,Hardcover,366,2007
76479,A Field Guide to Getting Lost,Rebecca Solnit,,143037242,3.93,Penguin Books,Paperback,209,2006
52766000,Big Friendship: How We Keep Each Other Close,Aminatou Sow,Ann Friedman,1982111909,3.8,Simon  Schuster,Hardcover,256,2020
6900,Tuesdays with Morrie,Mitch Albom,,751529818,4.12,Warner,Paperback,210,2000
42080142,The Turn of the Key,Ruth Ware,,1501188771,3.93,Scout Press,Hardcover,337,2019
40095501,The Sign of the Beaver,Elizabeth George Speare,,,3.83,Houghton Mifflin Harcourt,Kindle Edition,148,1983
10365,Where the Red Fern Grows,Wilson Rawls,,375806814,4.08,Yearling,Mass Market Paperback,272,2000
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,ناهید ملکی,1455586692,4.19,Grand Central Publishing,Hardcover,296,2016
32951877,Anxious for Nothing: Finding Calm in a Chaotic World,Max Lucado,,718096126,4.15,Thomas Nelson,Hardcover,240,2017
31373633,And Every Morning the Way Home Gets Longer and Longer,Fredrik Backman,,,4.31,Atria Books,Kindle Edition,97,2016
77366,"The Hero and the Crown (Damar, #2)",Robin McKinley,,441328091,4.21,Ace,Mass Market Paperback,240,1987
25489134,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,,1101885939,4.08,Del Rey Books,Hardcover,319,2017
4069,Man's Search for Meaning,Viktor E. Frankl,"Harold S. Kushner, William J. Winslade, Isle Lasch",080701429X,4.35,Beacon Press,Paperback,165,2006
287565,Adam of the Road,Elizabeth Janet Gray,Elizabeth Gray Vining,590339834,3.77,Scholastic Book Services,Mass Market Paperback,320,1970
72543,The Door in the Wall,Marguerite de Angeli,,440227798,3.75,Laurel Leaf Library,Paperback,120,1998
33413128,"Beartown (Beartown, #1)",Fredrik Backman,Neil Smith,,4.25,Simon & Schuster,Kindle Edition,432,2017
27209431,The Inevitable: Understanding the 12 Technological Forces That Will Shape Our Future,Kevin Kelly,,,3.93,Viking,Hardcover,336,2016
4671,The Great Gatsby,F. Scott Fitzgerald,Francis Scott Fitzgerald,,3.93,Scribner,Paperback,200,2004
3153910,The Art of Racing in the Rain,Garth Stein,,1554681723,4.21,Harper Collins,Hardcover,321,2008
34273236,Little Fires Everywhere,Celeste Ng,,735224293,4.09,Penguin Press,Hardcover,338,2017
35690256,"Music Theory 101: From keys and scales to rhythm and melody, an essential primer on the basics of music theory (Adams 101)",Brian Boone,Marc Schonbrun,,3.96,Adams Media,Kindle Edition,257,2017
9591398,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)",Catherynne M. Valente,,312649614,3.91,Feiwel & Friends,Hardcover,247,2011
14866,Nineteen Minutes,Jodi Picoult,,743496728,4.13,Atria Books,Hardcover,440,2007
721609,Spark: The Revolutionary New Science of Exercise and the Brain,John J. Ratey,Eric Hagerman,316113506,4.1,"Little, Brown Spark",Hardcover,304,2008
2195464,What I Talk About When I Talk About Running,Haruki Murakami,Philip Gabriel,307269191,3.85,Knopf Publishing Group,Hardcover,188,2008
26566676,Discrete Mathematics: An Open Introduction,Oscar Levin,,1516921186,3.89,Createspace Independent Publishing Platform,Paperback,296,2015
17999205,Computing with Quantum Cats: From Colossus to Qubits,John Gribbin,,593071158,3.73,Bantam Press,Paperback,304,2013
41014339,"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance",Alex  Hutchinson,,,4.14,"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance",Kindle Edition,321,2018
29437949,Behind Closed Doors,B.A. Paris,,1250121000,3.95,St. Martin's Press,Hardcover,293,2016
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,,385737947,4.03,Delacorte Press,Hardcover,384,2009
38709,"Holes (Holes, #1)",Louis Sachar,,439244196,3.98,Scholastic,Paperback,233,2000
37190,The Tale of Despereaux,Kate DiCamillo,Timothy Basil Ering,763625299,4.04,Candlewick Press,Paperback,267,2008
44077476,"The Mysterious Benedict Society and the Riddle of Ages (The Mysterious Benedict Society, #4)",Trenton Lee Stewart,,,4.2,"Little, Brown",,391,2019
6164358,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",Trenton Lee Stewart,Del Roy,307582396,4.3,Listening Library (Audio),Audio CD,11,2009
27064345,"The Mandibles: A Family, 2029–2047",Lionel Shriver,,62328247,3.67,Harper,Hardcover,416,2016
200924,Secrets in the Hills: A Josefina Mystery (American Girl Mysteries),Kathleen Ernst,Jean-Paul Tibbles,1593690975,4.01,American Girl Publishing Inc,Paperback,183,2006
303917,"Zia (Island of the Blue Dolphins, #2)",Scott O'Dell,,440228174,3.47,Yearling,Mass Market Paperback,208,1998
124245,The Black Pearl,Scott O'Dell,,440228867,3.49,Yearling,Mass Market Paperback,112,1999
41044096,Island of the Blue Dolphins,Scott O'Dell,,,3.84,HMH Books for Young Readers,Kindle Edition,194,2010
122756,My Brother Sam Is Dead,James Lincoln Collier,Christopher Collier,,3.42,Scholastic Paperbacks,Paperback,240,2005
1000239,"My Secret War: The World War II Diary of Madeline Beck, Long Island, New York 1941 (Dear America)",Mary Pope Osborne,,590687158,3.98,Scholastic Inc.,Hardcover,182,2000
875642,A Time For Courage: The Suffragette Diary of Kathleen Bowen (Dear America),Kathryn Lasky,,590511416,3.93,Scholastic Inc.,Hardcover,176,2002
875641,Seeds of Hope: The Gold Rush Diary of Susanna Fairchild (Dear America),Kristiana Gregory,,590511572,3.92,Scholastic,Hardcover,186,2001
247982,"Voyage on the Great Titanic: The Diary of Margaret Ann Brady, R.M.S. Titanic, 1912 (Dear America)",Ellen Emerson White,,590962736,3.98,Scholastic,Hardcover,204,1998
1942409,"Annison's Risk (Adventures in Odyssey: Passages, #3)",Paul McCusker,,1561798096,4.1,Tommy Nelson,Paperback,177,1999
1942407,"Arin's Judgment (Adventures in Odyssey: Passages, #2)",Paul McCusker,,156179774X,3.97,Tommy Nelson,Paperback,208,1999
579039,"Darien's Rise (Adventures In Odyssey: Passages, #1)",Paul McCusker,,1561797731,4.09,Tommy Nelson,Paperback,208,1999
24583,The Adventures of Tom Sawyer,Mark Twain,"Guy Cardwell, Ivan Kušan, John Seelye",143039563,3.92,Penguin Classics,Paperback,244,2006
337058,Jacob Have I Loved,Katherine Paterson,,,3.67,HarperCollins,Paperback,244,2003
299355,The Escape from Home (Beyond the Western Sea #1),Avi,,380728753,3.81,HarperTrophy,Paperback,336,1997
121880,"Lord Kirkle's Money (Beyond the Western Sea, #2)",Avi,,380728761,3.89,HarperTrophy,Paperback,432,1998
9466032,"A Tale of Two Castles (A Tale of Two Castles, #1)",Gail Carson Levine,Greg Call,61229652,3.76,HarperTeen,Hardcover,328,2011
24812,The Complete Calvin and Hobbes,Bill Watterson,,740748475,4.79,Andrews McMeel Publishing,Hardcover,1456,2005
2159225,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",Trenton Lee Stewart,Diana Sudyka,316057800,4.2,"Little, Brown and Company",Hardcover,440,2008
36442813,The Order of Time,Carlo Rovelli,,073521610X,4.1,Riverhead Books,Hardcover,240,2018
39280444,Speak,Laurie Halse Anderson,,374311250,4.02,"Farrar, Straus and Giroux (Byr)",Hardcover,224,2019
14891,A Tree Grows in Brooklyn,Betty  Smith,,61120073,4.27,HarperCollins Publishers,Paperback,496,2006
40519254,Shout,Laurie Halse Anderson,,,4.29,Penguin Young Readers Group,ebook,304,2019
40605329,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart,,,4.17,"Little, Brown Books for Young Readers",Kindle Edition,497,2008
6609765,Out of My Mind,Sharon M. Draper,,141697170X,4.37,Atheneum Books for Young Readers,Hardcover,295,2010
181396,"Stage Fright on a Summer Night (Magic Tree House, #25)",Mary Pope Osborne,Salvatore Murdocca,375806113,3.98,Random House Books for Young Readers,Paperback,70,2002
93734,"Revolutionary War on Wednesday (Magic Tree House, #22)",Mary Pope Osborne,Salvatore Murdocca,679890688,3.92,Random House Books for Young Readers,Paperback,69,2010
89612,"High Tide in Hawaii (Magic Tree House, #28)",Mary Pope Osborne,Salvatore Murdocca,375806164,3.99,Random House Books for Young Readers,Paperback,96,2003
202041,"Day of the Dragon King (Magic Tree House, #14)",Mary Pope Osborne,Salvatore Murdocca,679890513,3.92,Random House for Young Readers,Paperback,96,2008
181399,"Viking Ships At Sunrise (Magic Tree House, #15)",Mary Pope Osborne,Salvatore Murdocca,679890610,3.87,Random House Books for Young Readers,Paperback,73,1998
948527,"Polar Bears Past Bedtime (Magic Tree House, #12)",Mary Pope Osborne,Salvatore Murdocca,067988341X,3.9,Random House Books for Young Readers,Paperback,71,2003
526643,"Twister on Tuesday (Magic Tree House, #23)",Mary Pope Osborne,Salvatore Murdocca,679890696,3.92,Random House Books for Young Readers,Paperback,96,2010
126574,"Vacation Under the Volcano (Magic Tree House, #13)",Mary Pope Osborne,Salvatore Murdocca,679890505,4,Random House Children's Books,Paperback,74,1998
122914,"Midnight on the Moon (Magic Tree House, #8)",Mary Pope Osborne,Salvatore Murdocca,679863745,3.94,Random House Books for Young Readers,Paperback,80,1996
127335,"Tonight on the Titanic (Magic Tree House, #17)",Mary Pope Osborne,Salvatore Murdocca,439086728,4.05,Random House Books for Young Readers,Paperback,96,1999
180645,"Afternoon on the Amazon (Magic Tree House, #6)",Mary Pope Osborne,Salvatore Murdocca,679863729,3.95,"Random House, Inc.",Paperback,67,1995
460087,"Night of the Ninjas (Magic Tree House, #5)",Mary Pope Osborne,Salvatore Murdocca,679863710,3.96,Random House,Paperback,69,1995
268955,"Mummies in the Morning (Magic Tree House, #3)",Mary Pope Osborne,Salvatore Murdocca,679824243,3.88,Random House,Paperback,65,1993
608296,"Lions at Lunchtime (Magic Tree House, #11)",Mary Pope Osborne,Salvatore Murdocca,679883401,3.88,Random House Children's Books,Paperback,96,1998
948526,"The Knight at Dawn (Magic Tree House, #2)",Mary Pope Osborne,Salvatore Murdocca,067982412X,3.87,Random House,Paperback,66,1993
460120,"Dolphins at Daybreak (Magic Tree House, #9)",Mary Pope Osborne,Salvatore Murdocca,067988338X,3.96,Random House for Young Readers,Paperback,67,2010
143717,"Pirates Past Noon (Magic Tree House, #4)",Mary Pope Osborne,Salvatore Murdocca,679824251,3.92,Random House Books for Young Readers,Paperback,80,1994
824734,"Dinosaurs Before Dark (Magic Tree House, #1)",Mary Pope Osborne,Salvatore Murdocca,679824111,3.93,Random House,Paperback,68,1992
7182899,"Into the Gauntlet (The 39 Clues, #10)",Margaret Peterson Haddix,,545060508,3.96,Scholastic Inc.,Hardcover,327,2010
9465845,"Vespers Rising (The 39 Clues, #11)",Rick Riordan,"Gordon Korman, Peter Lerangis, Jude Watson",545290597,4.12,Scholastic Inc.,Hardcover,238,2011
6393047,"The Viper's Nest (The 39 Clues, #7)",Peter Lerangis,,545060478,3.98,Scholastic Inc.,Hardcover,190,2010
6697305,"Storm Warning (The 39 Clues, #9)",Linda Sue Park,,545060494,4,Scholastic Inc.,Hardcover,190,2010
6545536,"The Emperor's Code (The 39 Clues, #8)",Gordon Korman,,545060486,4.05,Scholastic Inc.,Hardcover,190,2010
5972040,"Beyond the Grave (The 39 Clues, #4)",Jude Watson,,545060443,3.92,Scholastic Inc.,Hardcover,190,2009
6389704,"In Too Deep (The 39 Clues, #6)",Jude Watson,,054506046X,4.03,Scholastic Inc.,Hardcover,206,2009
6255144,"The Black Circle (The 39 Clues, #5)",Patrick Carman,,545060451,4,Scholastic Inc.,Hardcover,168,2009
5861926,"The Sword Thief (The 39 Clues, #3)",Peter Lerangis,,545135702,3.89,"Scholastic, Inc.",Hardcover,156,2009
3552023,"One False Note (The 39 Clues, #2)",Gordon Korman,,545060427,3.9,Scholastic Inc.,Hardcover,174,2008
2921082,"The Maze of Bones  (The 39 Clues, #1)",Rick Riordan,,545060397,3.85,"Scholastic, Inc.",Hardcover,220,2008
33863667,The Misfit's Manifesto,Lidia Yuknavitch,,,3.83,Simon & Schuster UK,Hardcover,149,2017
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,,,4.28,Scribner,Hardcover,571,2010
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,Микола Климчук,393316041,4.26,W. W. Norton & Company,Paperback,391,1997
31423133,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,William H. McRaven,,,3.98,Grand Central Publishing,Audiobook,2,2017
44882,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,,735611319,4.4,Microsoft Press,Paperback,400,2000
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,Carlo Prosperi,307352145,4.06,"Crown Publishing Group/Random House, Inc.",Hardcover,352,2012
30754030,2 Kinds of People: A Visual Compatibility Quiz,João Rocha,,761189491,3.75,Workman Publishing Company,Paperback,176,2017
37903770,Norse Mythology,Neil Gaiman,,,4.08,W. W. Norton & Company,Paperback,301,2018
16075836,"The Black Reckoning (The Books of Beginning, #3)",John  Stephens,,,4.24,Random House,Paperback,421,2015
13262797,"The Fire Chronicle (The Books of Beginning, #2)",John  Stephens,,375868712,4.23,Knopf Books for Young Readers,Hardcover,437,2012
8619814,"The Emerald Atlas (The Books of Beginning, #1)",John  Stephens,,375868704,3.94,Alfred A. Knopf,Hardcover,417,2011
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,,786838655,4.26,Disney Hyperion Books,Paperback,377,2006
43582733,Stillness Is the Key,Ryan Holiday,,525538585,4.21,Portfolio,Hardcover,288,2019
37793,A Doll's House,Henrik Ibsen,"T. Weber, Michael   Meyer",1406914835,3.74,Hard Press,Paperback,122,2007
30118,A Light in the Attic,Shel Silverstein,,60513063,4.32,Harpercollins Childrens Books,Hardcover,176,2002
30120,Falling Up,Shel Silverstein,,60513098,4.33,HarperCollins Publishers,Unknown Binding,178,1996
30119,Where the Sidewalk Ends,Shel Silverstein,,60513039,4.3,Harpercollins Childrens Books,Hardcover,176,2002
11870085,The Fault in Our Stars,John Green,,,4.19,Dutton Books,Hardcover,313,2012
52357,Beowulf,Unknown,Seamus Heaney,393320979,3.46,W.W. Norton & Company,Paperback,245,2001
12957,Much Ado About Nothing,William Shakespeare,"Barbara A. Mowat, Paul Werstine, Robert          Jackson, Gail Kern Paster",743482751,4.06,Simon  Schuster,Paperback,246,2004
9361589,The Night Circus,Erin Morgenstern,Matthias Brandt,385534639,4.03,Doubleday,Hardcover,391,2011
43812079,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,,,4.02,Allen Lane,Hardcover,320,2019
35297573,"Furnishing Eternity: A Father, a Son, a Coffin, and a Measure of Life",David Giffels,,1501105949,4.25,Scribner,Hardcover,256,2018
384311,Cool It: The Skeptical Environmentalist's Guide to Global Warming,Bjørn Lomborg,,307266923,3.71,Alfred A. Knopf (NY),Hardcover,253,2007
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,,132350882,4.4,Pearson,Paperback,434,2008
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Banesh Hoffmann, Masolino D'Amico, Giorgio Manganelli",048627263X,3.81,"Dover Publications, Inc.",Paperback,96,1992
28449257,The Wonder,Emma Donoghue,,316393878,3.62,"Little, Brown and Company",Hardcover,291,2016
31685789,Room,Emma Donoghue,,,4.06,"Little, Brown and Company",Kindle Edition,321,2010
36950075,The World in a Grain: The Story of Sand and How It Transformed Civilization,Vince Beiser,,399576428,4.05,Riverhead Books,Hardcover,294,2018
11346464,The Artist of Disappearance,Anita Desai,,547577451,3.37,Houghton Mifflin Harcourt,Hardcover,156,2011
33268384,"iGen: Why Today’s Super-Connected Kids Are Growing Up Less Rebellious, More Tolerant, Less Happy--and Completely Unprepared for Adulthood--and What That Means for the Rest of Us",Jean M. Twenge,,1501151983,3.79,Atria Books,Hardcover,352,2017
3872,A History of the World in 6 Glasses,Tom Standage,,802715524,3.77,Bloomsbury,Paperback,336,2006
40537416,Power Trip: The Story of Energy,Michael E. Webber,,1541644395,3.88,Basic Books,Hardcover,304,2019
121807,The Transall Saga,Gary Paulsen,,440219760,4.21,Laurel Leaf,Paperback,256,1999
141371,"Brian's Return (Brian's Saga, #4)",Gary Paulsen,,,3.97,Laurel Leaf,Mass Market Paperback,144,2001
141372,"Brian's Winter (Brian's Saga, #3)",Gary Paulsen,,440227194,4.02,Laurel Leaf,Mass Market Paperback,144,1998
2915,"The River (Brian's Saga, #2)",Gary Paulsen,,044022750X,3.81,Laurel Leaf Library,Paperback,160,1998
50,"Hatchet (Brian's Saga, #1)",Gary Paulsen,,689840926,3.74,Atheneum Books for Young Readers: Richard Jackson Books,Hardcover,208,2000
47281,Number the Stars,Lois Lowry,,440227534,4.15,Laurel Leaf,Mass Market Paperback,137,1998
1885,Pride and Prejudice,Jane Austen,Anna Quindlen,,4.27,Modern Library,Paperback,279,2000
14935,Sense and Sensibility,Jane Austen,"Tony Tanner, Juliet Stevenson, Sam Ngo, Sara Singh, Rosalind Ballaster, Ros Ballaster",,4.08,Penguin Books,Paperback,409,2003
11735983,"Insurgent (Divergent, #2)",Veronica Roth,,7442912,4.01,HarperCollins Children's Books,Hardcover,525,2012
77394,"Anne's House of Dreams (Anne of Green Gables, #5)",L.M. Montgomery,,,4.14,Bantam Books,Mass Market Paperback,227,1983
77392,"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery,,553213172,4.23,Bantam Books,Paperback,243,1983
3228917,Outliers: The Story of Success,Malcolm Gladwell,,316017922,4.17,"Little, Brown and Company",Hardcover,309,2008
36722689,Data Science,John D. Kelleher,Brendan Tierney,262535432,3.95,The MIT Press,Paperback,280,2018
3181953,The Heretic's Daughter,Kathleen Kent,,316037532,3.77,"Little, Brown and Company",Hardcover,332,2008
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,,199678111,3.87,Oxford University Press,Hardcover,328,2014
77730,Weirdos from Another Planet! (Calvin and Hobbes #4),Bill Watterson,,836218620,4.62,Andrews and McMeel Publishing,Paperback,128,1990
70491,Yukon Ho! (Calvin and Hobbes #3),Bill Watterson,,751509345,4.62,Andrews McMeel Publishing,Paperback,126,1989
70490,Something Under the Bed is Drooling (Calvin and Hobbes #2),Bill Watterson,Pat Oliphant,833554549,4.62,Turtleback Books,Hardcover,128,1988
70488,"Scientific Progress Goes ""Boink"" (Calvin and Hobbes #6)",Bill Watterson,,836218787,4.64,Andrews and McMeel Publishing,Paperback,128,1991
